access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,swimming_pool,,,,Banque,,,,,,,,,,,375,,,,,,,,,,,,,,,,,,,KWAL,,,,,,,,,,grocery,,,,,,,,,,
,,,,photo,,,,Indian Oil,,,,,,,,,,,96,,,,,,,,,,,,,,,,,,,Novotel,,,,,,,,,,copyshop,,,,,,,,,,
,,,,company,,,,Union Oil,,,,,,,,,,,1671.3900000000001,,,,,,,,,,,,,,,,,,,House of Mercy,,,,,,,,,,cellphone,,,,,,,,,,
,,,,elevator,,,,Ecobank,,,,,,,,,,,1856,,,,,,,,,,,,,,,,,,,BFV-SG,,,,,,,,,,surf,,,,,,,,,,
,,,,doctors,,,,DISA,,,,,,,,,,,1324.3499999999999,,,,,,,,,,,,,,,,,,,Gilles 032 65 256 43,,,,,,,,,,cds,,,,,,,,,,
,,,,food_court,,,,EDK,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,Pesa Point,,,,,,,,,,energy,,,,,,,,,,
,,,,gambling,,,,Corlay,,,,,,,,,,,549,,,,,,,,,,,,,,,,,,,Matatu,,,,,,,,,,department_store,,,,,,,,,,
,,,,shelter,,,,Fraga Oil,,,,,,,,,,,2009.29,,,,,,,,,,,,,,,,,,,Stanbic Bank,,,,,,,,,,doityourself,,,,,,,,,,
,,,,changing_room,,,,Shell,,,,,,,,,,,2085.2399999999998,,,,,,,,,,,,,,,,,,,Bahlol,,,,,,,,,,haberdashery,,,,,,,,,,
,,,,nursery,,,,Agip,,,,,,,,,,,537,,,,,,,,,,,,,,,,,,,Crédit Agricole,,,,,,,,,,tea,,,,,,,,,,
,,,,waste_disposal,,,,BP,,,,,,,,,,,1048,,,,,,,,,,,,,,,,,,,Siryat Primary School,,,,,,,,,,Glass,,,,,,,,,,
,,,,Bar Café,,,,Petromoc,,,,,,,,,,,1205,,,,,,,,,,,,,,,,,,,Christian Community Church,,,,,,,,,,convenience,,,,,,,,,,
,,,,village,,,,Libya Oil,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,Eglizy Katolika Romana (EKAR),,,,,,,,,,furniture,,,,,,,,,,
,,,,clinic,,,,ABC bank,,,,,,,,,,,767,,,,,,,,,,,,,,,,,,,Wimpy,,,,,,,,,,electronics,,,,,,,,,,
,,,,guard,,,,Petroda,,,,,,,,,,,329,,,,,,,,,,,,,,,,,,,DFCU,,,,,,,,,,forex,,,,,,,,,,
,,,,medical,,,,National,,,,,,,,,,,1921,,,,,,,,,,,,,,,,,,,ETUSA,,,,,,,,,,clocks,,,,,,,,,,
,,,,car_wash,,,,NP,,,,,,,,,,,515,,,,,,,,,,,,,,,,,,,Orange Côte d'Ivoire,,,,,,,,,,erotic,,,,,,,,,,
,,,,place_of_worship,,,,Brent Oil,,,,,,,,,,,1071,,,,,,,,,,,,,,,,,,,Public toillet,,,,,,,,,,pawnbroker,,,,,,,,,,
,,,,weighbridge,,,,Peugeot,,,,,,,,,,,168,,,,,,,,,,,,,,,,,,,Tunisian Civil Aviation & Airports Authority,,,,,,,,,,carpet,,,,,,,,,,
,,,,fuel,,,,Yamaha,,,,,,,,,,,459,,,,,,,,,,,,,,,,,,,Cable & Wireless,,,,,,,,,,accessories,,,,,,,,,,
,,,,factory,,,,Hass,,,,,,,,,,,761,,,,,,,,,,,,,,,,,,,South African Post Office,,,,,,,,,,fish,,,,,,,,,,
,,,,animal_shelter,,,,Star Oil,,,,,,,,,,,398,,,,,,,,,,,,,,,,,,,ONCF,,,,,,,,,,photo,,,,,,,,,,
,,,,retirement_home,,,,Glory Oil,,,,,,,,,,,1519.02,,,,,,,,,,,,,,,,,,,Mercadona,,,,,,,,,,Carburant,,,,,,,,,,
,,,,bar_closed,,,,Land Rover,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,Telefónica,,,,,,,,,,mobile_shop,,,,,,,,,,
,,,,dentist,,,,Attijariwafa Bank,,,,,,,,,,,1267.6400000000001,,,,,,,,,,,,,,,,,,,Stallion Motors (Ghana) Ltd.,,,,,,,,,,estate_agent,,,,,,,,,,
,,,,hunting_stand,,,,GALP,,,,,,,,,,,212,,,,,,,,,,,,,,,,,,,Bp,,,,,,,,,,gambling,,,,,,,,,,
,,,,dive_center,,,,ENGEN,,,,,,,,,,,522,,,,,,,,,,,,,,,,,,,BMCE Bank,,,,,,,,,,decor,,,,,,,,,,
,,,,ferry_terminal,,,,NNPC Mega Station,,,,,,,,,,,775,,,,,,,,,,,,,,,,,,,Accor Hotels,,,,,,,,,,kiosk,,,,,,,,,,
,,,,res,,,,SIB,,,,,,,,,,,2726,,,,,,,,,,,,,,,,,,,United Petroleum,,,,,,,,,,radiotechnics,,,,,,,,,,
,,,,pharmacy,,,,Ghana Commercial Bank,,,,,,,,,,,3210,,,,,,,,,,,,,,,,,,,Suwa Gapei C.B.O,,,,,,,,,,ticket,,,,,,,,,,
,,,,waste_transfer_station,,,,MTN,,,,,,,,,,,963,,,,,,,,,,,,,,,,,,,Gautrain,,,,,,,,,,leather,,,,,,,,,,
,,,,shop,,,,ZIZ,,,,,,,,,,,2004.97,,,,,,,,,,,,,,,,,,,CAS,,,,,,,,,,paint,,,,,,,,,,
,,,,casino,,,,Petrofa,,,,,,,,,,,2017.9400000000001,,,,,,,,,,,,,,,,,,,FNB,,,,,,,,,,general_store,,,,,,,,,,
,,,,police,,,,KIA,,,,,,,,,,,498,,,,,,,,,,,,,,,,,,,SANParks,,,,,,,,,,massage,,,,,,,,,,
,,,,bicycle_parking,,,,Galaxy Oil,,,,,,,,,,,2485,,,,,,,,,,,,,,,,,,,Maroc télécom,,,,,,,,,,anime,,,,,,,,,,
,,,,houseware,,,,AVIS,,,,,,,,,,,1679,,,,,,,,,,,,,,,,,,,DHL,,,,,,,,,,add_ons,,,,,,,,,,
,,,,wifi,,,,Mobil,,,,,,,,,,,418,,,,,,,,,,,,,,,,,,,Safaricom,,,,,,,,,,bag,,,,,,,,,,
,,,,crypt,,,,SHELL,,,,,,,,,,,2351,,,,,,,,,,,,,,,,,,,GPs,,,,,,,,,,water_sports,,,,,,,,,,
,,,,restaurant;cafe,,,,Atlantic,,,,,,,,,,,879,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,mobile_phone,,,,,,,,,,
,,,,townhall,,,,Petrom,,,,,,,,,,,89,,,,,,,,,,,,,,,,,,,Puma,,,,,,,,,,butcher,,,,,,,,,,
,,,,cinema,,,,Cobil,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,Equity Bank,,,,,,,,,,parapharmacy,,,,,,,,,,
,,,,grave_yard,,,,Suzuki,,,,,,,,,,,1909,,,,,,,,,,,,,,,,,,,household,,,,,,,,,,motorcycle_repair,,,,,,,,,,
,,,,information,,,,Crédit du Maroc,,,,,,,,,,,1001,,,,,,,,,,,,,,,,,,,PTT,,,,,,,,,,real_state,,,,,,,,,,
,,,,optician,,,,Jovenna,,,,,,,,,,,1221,,,,,,,,,,,,,,,,,,,Koige Secondary School,,,,,,,,,,gift,,,,,,,,,,
,,,,bar,,,,Pro Credit,,,,,,,,,,,169.8000030517578,,,,,,,,,,,,,,,,,,,Société Tunisie Autoroutes - تونس للطرقات السيارة,,,,,,,,,,fashion,,,,,,,,,,
,,,,tyre,,,,Goil,,,,,,,,,,,1137,,,,,,,,,,,,,,,,,,,Church of Central Africa Presbyterian (CCAP),,,,,,,,,,handicrafts,,,,,,,,,,
,,,,showers,,,,PDV,,,,,,,,,,,733,,,,,,,,,,,,,,,,,,,regional,,,,,,,,,,souvenir,,,,,,,,,,
,,,,training,,,,Petrolrios,,,,,,,,,,,736,,,,,,,,,,,,,,,,,,,St. Joseph nursing & maternity home,,,,,,,,,,outdoor,,,,,,,,,,
,,,,restaurant-closed,,,,Branca,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,Oil Congo,,,,,,,,,,"GPS,Photo",,,,,,,,,,
,,,,internet,,,,Michelin,,,,,,,,,,,1768.96,,,,,,,,,,,,,,,,,,,NEDBANK,,,,,,,,,,cellular,,,,,,,,,,
,,,,drinking_water,,,,Petrocondor,,,,,,,,,,,1319.55,,,,,,,,,,,,,,,,,,,Express Union,,,,,,,,,,craft,,,,,,,,,,
,,,,telephone,,,,Link,,,,,,,,,,,209,,,,,,,,,,,,,,,,,,,Barclays,,,,,,,,,,tobacco,,,,,,,,,,
,,,,danger illegal activity,,,,Rio Branco,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,Banque Postale,,,,,,,,,,material,,,,,,,,,,
,,,,charging_station,,,,Fravega,,,,,,,,,,,657.20000000000005,,,,,,,,,,,,,,,,,,,C.M.M.,,,,,,,,,,nuts,,,,,,,,,,
,,,,hardware,,,,RapiPago,,,,,,,,,,,643.25999999999999,,,,,,,,,,,,,,,,,,,DISA,,,,,,,,,,souvenirs,,,,,,,,,,
,,,,CBO,,,,BR - Petrobras,,,,,,,,,,,1263,,,,,,,,,,,,,,,,,,,EDK,,,,,,,,,,fishing,,,,,,,,,,
,,,,cemetery,,,,Honda,,,,,,,,,,,1355,,,,,,,,,,,,,,,,,,,Shell,,,,,,,,,,beauty,,,,,,,,,,
,,,,prison,,,,Fiat,,,,,,,,,,,182.300003051757812,,,,,,,,,,,,,,,,,,,Tuoitich Dispensery,,,,,,,,,,jewelry,,,,,,,,,,
,,,,customs,,,,Del Plata,,,,,,,,,,,3270,,,,,,,,,,,,,,,,,,,CEET,,,,,,,,,,mall,,,,,,,,,,
,,,,arts_centre,,,,Peru,,,,,,,,,,,1925.1800000000001,,,,,,,,,,,,,,,,,,,Standard Bank ATM,,,,,,,,,,auto_repair,,,,,,,,,,
,,,,bench,,,,Triumph,,,,,,,,,,,1655,,,,,,,,,,,,,,,,,,,ESCOM,,,,,,,,,,houseware,,,,,,,,,,
,,,,watering_place,,,,Kawasaki,,,,,,,,,,,2257,,,,,,,,,,,,,,,,,,,Centre Sportif Diocésain,,,,,,,,,,alcohol,,,,,,,,,,
,,,,gym,,,,Cassel,,,,,,,,,,,4890,,,,,,,,,,,,,,,,,,,Câmara Municipal de Santana,,,,,,,,,,diet,,,,,,,,,,
,,,,health_post,,,,Hyundai,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,Riu,,,,,,,,,,fishmonger,,,,,,,,,,
,,,,cafe_closed,,,,Del Valle,,,,,,,,,,,970,,,,,,,,,,,,,,,,,,,International Rescue Comittee,,,,,,,,,,shoes,,,,,,,,,,
,,,,Bottle Store,,,,Mori,,,,,,,,,,,2064.5700000000002,,,,,,,,,,,,,,,,,,,ISMAR - CNR,,,,,,,,,,video_games,,,,,,,,,,
,,,,fountain,,,,Citroen,,,,,,,,,,,1014,,,,,,,,,,,,,,,,,,,engen,,,,,,,,,,optician,,,,,,,,,,
,,,,compressed_air,,,,Park Suites,,,,,,,,,,,492,,,,,,,,,,,,,,,,,,,ENGEN,,,,,,,,,,office_supplies,,,,,,,,,,
,,,,shop stationery,,,,Pecsa,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,Barid Al Maghrib,,,,,,,,,,seafood,,,,,,,,,,
,,,,library,,,,Petrovales,,,,,,,,,,,1335,,,,,,,,,,,,,,,,,,,EDF,,,,,,,,,,scuba_diving,,,,,,,,,,
,,,,kindergarten,,,,Oil,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,Tronder Power Limited,,,,,,,,,,coffee,,,,,,,,,,
,,,,polling_station,,,,Energygas,,,,,,,,,,,1491,,,,,,,,,,,,,,,,,,,Petrofa,,,,,,,,,,internet,,,,,,,,,,
,,,,airport,,,,Santander Río,,,,,,,,,,,1808,,,,,,,,,,,,,,,,,,,Best Western,,,,,,,,,,telephone,,,,,,,,,,
,,,,parking,,,,Banco24Horas,,,,,,,,,,,1057,,,,,,,,,,,,,,,,,,,Lycée Communale de Gatumba,,,,,,,,,,chemist,,,,,,,,,,
,,,,social_facility,,,,Sete Estrelas,,,,,,,,,,,3340,,,,,,,,,,,,,,,,,,,Orange,,,,,,,,,,hardware,,,,,,,,,,
,,,,social_centre,,,,Clyan,,,,,,,,,,,759,,,,,,,,,,,,,,,,,,,SHELL,,,,,,,,,,camera,,,,,,,,,,
,,,,market,,,,GNC,,,,,,,,,,,286,,,,,,,,,,,,,,,,,,,Banque de la Réunion,,,,,,,,,,tattoo,,,,,,,,,,
,,,,scoreboard,,,,Fate,,,,,,,,,,,1665,,,,,,,,,,,,,,,,,,,CARE/HCR,,,,,,,,,,antiques,,,,,,,,,,
,,,,mobile_money_agent,,,,Banco do Brasil,,,,,,,,,,,1992.47,,,,,,,,,,,,,,,,,,,Oil Com,,,,,,,,,,radiothechnics,,,,,,,,,,
,,,,Centre_de_Santé,,,,Ello,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,S A Post Office,,,,,,,,,,baby,,,,,,,,,,
,,,,cafe,,,,McDonald's,,,,,,,,,,,715,,,,,,,,,,,,,,,,,,,Jovenna,,,,,,,,,,Petshop,,,,,,,,,,
,,,,Centre de Recherche,,,,Banco Columbia,,,,,,,,,,,1980.45,,,,,,,,,,,,,,,,,,,Goil,,,,,,,,,,supplements,,,,,,,,,,
,,,,emergency_phone,,,,Potencial,,,,,,,,,,,3260,,,,,,,,,,,,,,,,,,,STA,,,,,,,,,,office,,,,,,,,,,
,,,,first_aid,,,,ECOP,,,,,,,,,,,169,,,,,,,,,,,,,,,,,,,Banque Misr,,,,,,,,,,TV_repair,,,,,,,,,,
,,,,bbq,,,,PyS,,,,,,,,,,,587,,,,,,,,,,,,,,,,,,,Hotel Rosa Beach,,,,,,,,,,lawyers,,,,,,,,,,
,,,,preschool,,,,Dapsa,,,,,,,,,,,2058.8000000000002,,,,,,,,,,,,,,,,,,,UIB,,,,,,,,,,Colchões,,,,,,,,,,
,,,,assurance,,,,Pago Fácil,,,,,,,,,,,1374.8199999999999,,,,,,,,,,,,,,,,,,,Evangelical Lutheran Church of Tanzania Northwestern Diocese,,,,,,,,,,lighting,,,,,,,,,,
,,,,danger junkie yard,,,,John Deere,,,,,,,,,,,1133,,,,,,,,,,,,,,,,,,,Inytercity Bus,,,,,,,,,,hunting,,,,,,,,,,
,,,,college,,,,Chery,,,,,,,,,,,1157,,,,,,,,,,,,,,,,,,,Air Mali,,,,,,,,,,lpg,,,,,,,,,,
,,,,surgerie_and_suite maternity,,,,Banco Macro,,,,,,,,,,,974,,,,,,,,,,,,,,,,,,,ministry of health,,,,,,,,,,alarms,,,,,,,,,,
,,,,pet,,,,Refinor,,,,,,,,,,,540,,,,,,,,,,,,,,,,,,,Millennium Bim,,,,,,,,,,keys,,,,,,,,,,
,,,,car_repair,,,,E/S,,,,,,,,,,,1359,,,,,,,,,,,,,,,,,,,Gapco,,,,,,,,,,plastic_plants,,,,,,,,,,
,,,,locksmith,,,,Caixa,,,,,,,,,,,1375,,,,,,,,,,,,,,,,,,,Crédit Agricole du Maroc,,,,,,,,,,tickets,,,,,,,,,,
,,,,Aterrizadero,,,,YPFB,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,Galena,,,,,,,,,,agriculture,,,,,,,,,,
,,,,idp_camp,,,,BERSA,,,,,,,,,,,548,,,,,,,,,,,,,,,,,,,Eskom,,,,,,,,,,SpotColor,,,,,,,,,,
,,,,fire_hydrant,,,,Alê,,,,,,,,,,,170.10000610351563,,,,,,,,,,,,,,,,,,,Safecon,,,,,,,,,,keymaker,,,,,,,,,,
,,,,Colegio,,,,ANCAP,,,,,,,,,,,3030,,,,,,,,,,,,,,,,,,,CDCI,,,,,,,,,,utilities,,,,,,,,,,
,,,,Heladeria,,,,Ale,,,,,,,,,,,202.89999389648438,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,aquarium,,,,,,,,,,
,,,,patrimonio_cultural,,,,ESSO,,,,,,,,,,,2871,,,,,,,,,,,,,,,,,,,STE,,,,,,,,,,plastic,,,,,,,,,,
,,,,Praça,,,,24 Horas,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,SGL,,,,,,,,,,cleaning,,,,,,,,,,
,,,,auditorium,,,,GNV-Gas Natural Vehicular,,,,,,,,,,,2194,,,,,,,,,,,,,,,,,,,Inov,,,,,,,,,,automotive,,,,,,,,,,
,,,,lottery,,,,Gazel,,,,,,,,,,,1640,,,,,,,,,,,,,,,,,,,gps,,,,,,,,,,Hilos_E_Hilazas,,,,,,,,,,
,,,,,,,,Petroecuador,,,,,,,,,,,2180,,,,,,,,,,,,,,,,,,,ميناتل,,,,,,,,,,wood,,,,,,,,,,
,,,,love_hotel,,,,FIAT,,,,,,,,,,,2474,,,,,,,,,,,,,,,,,,,Caltex,,,,,,,,,,construction,,,,,,,,,,
,,,,idp_site,,,,ICBC,,,,,,,,,,,472,,,,,,,,,,,,,,,,,,,SNE,,,,,,,,,,kids,,,,,,,,,,
,,,,keymaker,,,,Megapetro,,,,,,,,,,,457 m,,,,,,,,,,,,,,,,,,,Brasserie du Benin,,,,,,,,,,fuelwood,,,,,,,,,,
,,,,RADIO,,,,El Socorro,,,,,,,,,,,640,,,,,,,,,,,,,,,,,,,Hilton Worldwide,,,,,,,,,,security,,,,,,,,,,
,,,,swingerclub,,,,PS,,,,,,,,,,,425,,,,,,,,,,,,,,,,,,,Cabildo Insular de Tenerife,,,,,,,,,,souveniers,,,,,,,,,,
,,,,tec_common,,,,Del Centro,,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,UETCL,,,,,,,,,,moving,,,,,,,,,,
,,,,newsstand,,,,Servitemp,,,,,,,,,,,1957.3800000000001,,,,,,,,,,,,,,,,,,,Société générale,,,,,,,,,,Cremalleras,,,,,,,,,,
,,,,pharmacy; clinic,,,,Vida Farmácias,,,,,,,,,,,1469,,,,,,,,,,,,,,,,,,,حكومى,,,,,,,,,,Herrajes_y_cremalleras,,,,,,,,,,
,,,,residential,,,,Macro,,,,,,,,,,,1268.1162,,,,,,,,,,,,,,,,,,,UBA,,,,,,,,,,printing,,,,,,,,,,
,,,,food,,,,YPF,,,,,,,,,,,2744,,,,,,,,,,,,,,,,,,,KPLC,,,,,,,,,,funeral,,,,,,,,,,
,,,,pharmacy;atm,,,,Terpel,,,,,,,,,,,1039,,,,,,,,,,,,,,,,,,,Gouvernement,,,,,,,,,,Bathroom furnishing,,,,,,,,,,
,,,,hostel:homeless,,,,Pirelli,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,Alpha International Tunisie,,,,,,,,,,motorcycle_parts,,,,,,,,,,
,,,,language_school,,,,Mercedes Benz,,,,,,,,,,,1720,,,,,,,,,,,,,,,,,,,joseph,,,,,,,,,,religious,,,,,,,,,,
,,,,common,,,,Renault;Nissan,,,,,,,,,,,330m,,,,,,,,,,,,,,,,,,,NAFTAL,,,,,,,,,,party_hall,,,,,,,,,,
,,,,publisher,,,,PdV,,,,,,,,,,,2850,,,,,,,,,,,,,,,,,,,Lake Victoria Environmental Project,,,,,,,,,,marketplace,,,,,,,,,,
,,,,car_fixing,,,,Iveco,,,,,,,,,,,1430,,,,,,,,,,,,,,,,,,,ONEA,,,,,,,,,,drugstore,,,,,,,,,,
,,,,academy,,,,Gomeria,,,,,,,,,,,1022,,,,,,,,,,,,,,,,,,,City of Windhoek,,,,,,,,,,candle,,,,,,,,,,
,,,,computer,,,,Sicoob,,,,,,,,,,,2630,,,,,,,,,,,,,,,,,,,Burger King,,,,,,,,,,agricultural,,,,,,,,,,
,,,,tyres,,,,Dispetrol,,,,,,,,,,,3180,,,,,,,,,,,,,,,,,,,"University Cadi Ayyad, Marrakesh",,,,,,,,,,hardware;car_repair;truck_repair;boat_repair,,,,,,,,,,
,,,,harbourmaster,,,,Santander,,,,,,,,,,,1766.5599999999999,,,,,,,,,,,,,,,,,,,Royal Moroccan Air Force,,,,,,,,,,bags,,,,,,,,,,
,,,,no fuel,,,,Banrisul,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,COPED,,,,,,,,,,interior decoration,,,,,,,,,,
,,,,traffic_signals,,,,Usados,,,,,,,,,,,1781.9400000000001,,,,,,,,,,,,,,,,,,,USG Contractor,,,,,,,,,,ice,,,,,,,,,,
,,,,grocery,,,,Bancor,,,,,,,,,,,1618.04,,,,,,,,,,,,,,,,,,,Oryx,,,,,,,,,,travel_agent,,,,,,,,,,
,,,,union,,,,Bandera Blanca,,,,,,,,,,,2004,,,,,,,,,,,,,,,,,,,P00r flash offset,,,,,,,,,,pasta,,,,,,,,,,
,,,,copyshop,,,,Galicia,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,public  toilet,,,,,,,,,,sex_shop,,,,,,,,,,
,,,,convenience,,,,Latina,,,,,,,,,,,331,,,,,,,,,,,,,,,,,,,Princess Hotels & Resorts,,,,,,,,,,natural_gas,,,,,,,,,,
,,,,banquet_hall,,,,Carrefour,,,,,,,,,,,1334.45,,,,,,,,,,,,,,,,,,,BFC,,,,,,,,,,car_repair;truck_repair,,,,,,,,,,
,,,,electronics,,,,TERPEL,,,,,,,,,,,2287,,,,,,,,,,,,,,,,,,,Egypt Post,,,,,,,,,,spare,,,,,,,,,,
,,,,boat_storage,,,,Petrobrás (BR),,,,,,,,,,,2250,,,,,,,,,,,,,,,,,,,Akright,,,,,,,,,,charity,,,,,,,,,,
,,,,bar;restaurant,,,,Petroworld,,,,,,,,,,,2460,,,,,,,,,,,,,,,,,,,BMOI,,,,,,,,,,chandler,,,,,,,,,,
,,,,internet cafe,,,,Banco Bradesco,,,,,,,,,,,510,,,,,,,,,,,,,,,,,,,Sun International,,,,,,,,,,swimming_pool,,,,,,,,,,
,,,,billing_collection,,,,Caixa Federal,,,,,,,,,,,346,,,,,,,,,,,,,,,,,,,World Vision - Food for Assets Programme,,,,,,,,,,Imóveis,,,,,,,,,,
,,,,telephone - @,,,,Bradesco,,,,,,,,,,,1153,,,,,,,,,,,,,,,,,,,Metro,,,,,,,,,,electrical,,,,,,,,,,
,,,,estate_agent,,,,Sol,,,,,,,,,,,596,,,,,,,,,,,,,,,,,,,ABSA Atm,,,,,,,,,,regional,,,,,,,,,,
,,,,kiosk,,,,Petrolríos,,,,,,,,,,,199,,,,,,,,,,,,,,,,,,,La Gastro Pizza,,,,,,,,,,Helados,,,,,,,,,,
,,,,hotel,,,,Petroperú,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,Banque Populaire,,,,,,,,,,informatica,,,,,,,,,,
,,,,Unterkunft,,,,Aspro,,,,,,,,,,,2620,,,,,,,,,,,,,,,,,,,Star,,,,,,,,,,building_materials,,,,,,,,,,
,,,,paint,,,,Santander Rio,,,,,,,,,,,1995.8299999999999,,,,,,,,,,,,,,,,,,,4B,,,,,,,,,,catering,,,,,,,,,,
,,,,clinical_laboratory,,,,Zema,,,,,,,,,,,249,,,,,,,,,,,,,,,,,,,BIAC,,,,,,,,,,eletronics,,,,,,,,,,
,,,,laboratory,,,,Guyoil,,,,,,,,,,,1244.56396484375,,,,,,,,,,,,,,,,,,,Algérie poste,,,,,,,,,,Papelaria,,,,,,,,,,
,,,,mobile_phone,,,,Unipet,,,,,,,,,,,689,,,,,,,,,,,,,,,,,,,Faisal Islamic Bank,,,,,,,,,,Cubrelechos,,,,,,,,,,
,,,,Samy,,,,RapiPago/PagoFacil,,,,,,,,,,,2128.5,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,gren,,,,,,,,,,
,,,,security_booth,,,,LINK,,,,,,,,,,,1753,,,,,,,,,,,,,,,,,,,Standard Bank,,,,,,,,,,mattress,,,,,,,,,,
,,,,lamp,,,,Zanella,,,,,,,,,,,3500,,,,,,,,,,,,,,,,,,,Oilibya,,,,,,,,,,security_materials,,,,,,,,,,
,,,,dojo,,,,JAC Motors,,,,,,,,,,,797,,,,,,,,,,,,,,,,,,,Winxo,,,,,,,,,,religion,,,,,,,,,,
,,,,mall,,,,Musimundo,,,,,,,,,,,1530,,,,,,,,,,,,,,,,,,,GuaguaGomera S.A.U.,,,,,,,,,,furnace,,,,,,,,,,
,,,,panaderia,,,,posto GNV,,,,,,,,,,,2890,,,,,,,,,,,,,,,,,,,commune,,,,,,,,,,shipping,,,,,,,,,,
,,,,music_venue,,,,Petromil,,,,,,,,,,,633,,,,,,,,,,,,,,,,,,,Universite Evangelique en Afrique,,,,,,,,,,Drugstore,,,,,,,,,,
,,,,vehicle_inspection,,,,Ipiranga,,,,,,,,,,,667.28999999999996,,,,,,,,,,,,,,,,,,,Afriqia,,,,,,,,,,cable_operator,,,,,,,,,,
,,,,village_hall,,,,Rhasa,,,,,,,,,,,1514,,,,,,,,,,,,,,,,,,,Civil Aviation Authority of Uganda,,,,,,,,,,optical,,,,,,,,,,
,,,,seamstress,,,,Biomax,,,,,,,,,,,950,,,,,,,,,,,,,,,,,,,DGSN,,,,,,,,,,books;gift;houseware;copyshop;pyrotechnics;mall,,,,,,,,,,
,,,,Iglesia,,,,ATH,,,,,,,,,,,1979.01,,,,,,,,,,,,,,,,,,,Wilderness Safaris,,,,,,,,,,fire_extinguisher,,,,,,,,,,
,,,,bus_stop,,,,Banco Patagonia,,,,,,,,,,,316,,,,,,,,,,,,,,,,,,,Gov of Zambia,,,,,,,,,,gym,,,,,,,,,,
,,,,locker,,,,BR,,,,,,,,,,,1520,,,,,,,,,,,,,,,,,,,MRS,,,,,,,,,,cheese,,,,,,,,,,
,,,,motorcycle,,,,Bco Comafi,,,,,,,,,,,535,,,,,,,,,,,,,,,,,,,Toilet,,,,,,,,,,bakery;convenience,,,,,,,,,,
,,,,payment_center,,,,Bob's,,,,,,,,,,,676.90999999999997,,,,,,,,,,,,,,,,,,,GAPCO,,,,,,,,,,financial,,,,,,,,,,
,,,,public_bookcase,,,,Bicentenario,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,BCB,,,,,,,,,,alarm,,,,,,,,,,
,,,,guest_house,,,,Goodyear,,,,,,,,,,,2086.1999999999998,,,,,,,,,,,,,,,,,,,afriqiya,,,,,,,,,,Antiquário,,,,,,,,,,
,,,,,,,,Localiza,,,,,,,,,,,2920,,,,,,,,,,,,,,,,,,,Etc,,,,,,,,,,Home Express Ltd.,,,,,,,,,,
,,,,,,,,TEXACO,,,,,,,,,,,1272.9229,,,,,,,,,,,,,,,,,,,BANIF,,,,,,,,,,dispensable,,,,,,,,,,
,,,,,,,,Citroën,,,,,,,,,,,729,,,,,,,,,,,,,,,,,,,SANRAL,,,,,,,,,,chocolate,,,,,,,,,,
,,,,,,,,EG3,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,government,,,,,,,,,,Hilos,,,,,,,,,,
,,,,,,,,Banestes,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,Cepsa,,,,,,,,,,electricity,,,,,,,,,,
,,,,,,,,Axon,,,,,,,,,,,735,,,,,,,,,,,,,,,,,,,Etat,,,,,,,,,,Centro Comercial,,,,,,,,,,
,,,,,,,,BBVA,,,,,,,,,,,832,,,,,,,,,,,,,,,,,,,Uganda Wildlife Autorities,,,,,,,,,,electric,,,,,,,,,,
,,,,,,,,San Lorenzo,,,,,,,,,,,1379.1500000000001,,,,,,,,,,,,,,,,,,,NATAL,,,,,,,,,,candy,,,,,,,,,,
,,,,,,,,Ypiranga,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,AP Fuel,,,,,,,,,,Hilos_e_Hilazas,,,,,,,,,,
,,,,,,,,HSBC,,,,,,,,,,,2008.3299999999999,,,,,,,,,,,,,,,,,,,Bakwena,,,,,,,,,,piscinas,,,,,,,,,,
