access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,2066.9699999999998,,,,,,,,,,,,,,,,,,,ECOLE PRIMAIRE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,17.67,,,,,,,,,,,,,,,,,,,Novo Banco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1667.54,,,,,,,,,,,,,,,,,,,Mairie de Hassi Bahbah,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1546.4200000000001,,,,,,,,,,,,,,,,,,,Laaiplek Municipality,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2977,,,,,,,,,,,,,,,,,,,SONATRACH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3097,,,,,,,,,,,,,,,,,,,Soweto academy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,571,,,,,,,,,,,,,,,,,,,Université Kongo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1010,,,,,,,,,,,,,,,,,,,Epworth local board,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1280,,,,,,,,,,,,,,,,,,,Radio Catholique Virgo Potens (R.C.V.P.),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3930,,,,,,,,,,,,,,,,,,,Mama Kabise,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,382,,,,,,,,,,,,,,,,,,,Institut Islamique de Madagascar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,779.268,,,,,,,,,,,,,,,,,,,African Development Bank (AfDB),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,Poste  d'Okola,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,Airmet Portugal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,719.977173,,,,,,,,,,,,,,,,,,,Federal Government of Nigeria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"541,25 m.",,,,,,,,,,,,,,,,,,,Seychelles Savings Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1547.7,,,,,,,,,,,,,,,,,,,Brunner,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2175,,,,,,,,,,,,,,,,,,,NIMBA CHT/Methodist Church,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,827.81,,,,,,,,,,,,,,,,,,,Grace SHCP 4FBK Service Station,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1579 m,,,,,,,,,,,,,,,,,,,Scooters Pizza,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,973,,,,,,,,,,,,,,,,,,,Waweru lefty,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1354,,,,,,,,,,,,,,,,,,,Spur Steakhouses,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,860,,,,,,,,,,,,,,,,,,,Transtu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1501,,,,,,,,,,,,,,,,,,,Lunga lunga bio centre,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,657,,,,,,,,,,,,,,,,,,,Cash Plus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2682,,,,,,,,,,,,,,,,,,,Anterne MTN d'Okola,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1193,,,,,,,,,,,,,,,,,,,SNPC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1579.5799999999999,,,,,,,,,,,,,,,,,,,Fina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4929,,,,,,,,,,,,,,,,,,,Piraeus Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1429,,,,,,,,,,,,,,,,,,,pee poo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1194.5751953125,,,,,,,,,,,,,,,,,,,Jemima,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3002,,,,,,,,,,,,,,,,,,,ICCN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1721,,,,,,,,,,,,,,,,,,,Centenary Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2172,,,,,,,,,,,,,,,,,,,fresh life (kwa reuben),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1163,,,,,,,,,,,,,,,,,,,Fuerte Rent a Bike,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3336,,,,,,,,,,,,,,,,,,,Sotra,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1019,98 m.",,,,,,,,,,,,,,,,,,,Nedbank Namibia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,155.10000610351563,,,,,,,,,,,,,,,,,,,Eglise des Assemblées de Dieu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1236.3900000000001,,,,,,,,,,,,,,,,,,,taam,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,639.40999999999997,,,,,,,,,,,,,,,,,,,clinic,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3785,,,,,,,,,,,,,,,,,,,Poste Maroc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1255,,,,,,,,,,,,,,,,,,,SKI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,511,,,,,,,,,,,,,,,,,,,Pumangol,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1326,,,,,,,,,,,,,,,,,,,Youssef Fennane,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,730.46936,,,,,,,,,,,,,,,,,,,mcel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,606,,,,,,,,,,,,,,,,,,,Save the Children,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21.27,,,,,,,,,,,,,,,,,,,Morning Sun Nature Reserve,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"0,5 m",,,,,,,,,,,,,,,,,,,AGAPE Primary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1275.8066,,,,,,,,,,,,,,,,,,,Bank of Africa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1022.000000,,,,,,,,,,,,,,,,,,,Poster,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1334,,,,,,,,,,,,,,,,,,,Licenciado Pedro Domínguez Vidal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,465,,,,,,,,,,,,,,,,,,,mosop primary,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1649.28,,,,,,,,,,,,,,,,,,,Madarail,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1847,,,,,,,,,,,,,,,,,,,Omondi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,Medecine du travail,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,tourism,,,,,,,,,,,,,,,,,,,Rodoeste,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1078,,,,,,,,,,,,,,,,,,,Conoil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,PADI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1613.23,,,,,,,,,,,,,,,,,,,BANQUE DE DEVELOPPEMENT LOCAL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1201,,,,,,,,,,,,,,,,,,,ZAHOUANI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,717,,,,,,,,,,,,,,,,,,,LAUTECH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1394,,,,,,,,,,,,,,,,,,,Ministère de la fonction publique et de l'emploi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,169.6999969482422,,,,,,,,,,,,,,,,,,,mama safi makina sokoni,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3083,,,,,,,,,,,,,,,,,,,County Government of Muranga,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2663,,,,,,,,,,,,,,,,,,,BNP Parisbas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2002.0799999999999,,,,,,,,,,,,,,,,,,,Alas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,Cooper College,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,Chizungu Primary School,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,Ny Havana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"627,94 m.",,,,,,,,,,,,,,,,,,,Ayuntamiento de San Cristóbal de La Laguna,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1751.1800000000001,,,,,,,,,,,,,,,,,,,EMI Money,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1340.4,,,,,,,,,,,,,,,,,,,Public toilets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,Novima aparthotels,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1990,,,,,,,,,,,,,,,,,,,Sokomoko Toilet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1834.3299999999999,,,,,,,,,,,,,,,,,,,NedBank ATM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1428,,,,,,,,,,,,,,,,,,,Millennium Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,672,,,,,,,,,,,,,,,,,,,Desire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1499.3099999999999,,,,,,,,,,,,,,,,,,,Canal+,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1248.4091796875,,,,,,,,,,,,,,,,,,,Ministère de l'Enseigenement Supérieur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2443,,,,,,,,,,,,,,,,,,,DWNP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,188.89999389648438,,,,,,,,,,,,,,,,,,,Diocese of Isiro-Ningara,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1323.3700000,,,,,,,,,,,,,,,,,,,Udiakonia Tandala,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,45.0672607,,,,,,,,,,,,,,,,,,,freshlife toilets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1643.03,,,,,,,,,,,,,,,,,,,Sonedis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1705,,,,,,,,,,,,,,,,,,,BBVA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,545,,,,,,,,,,,,,,,,,,,Radio Télévision Ivoirienne (RTI),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2821,,,,,,,,,,,,,,,,,,,CIB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,175.300003051757812,,,,,,,,,,,,,,,,,,,Toilets,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3520,,,,,,,,,,,,,,,,,,,Shell Nigeria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1435.3900000000001,,,,,,,,,,,,,,,,,,,قرش,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,768.3,,,,,,,,,,,,,,,,,,,ECOBANK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,939,,,,,,,,,,,,,,,,,,,Machicorent,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1685.3299999999999,,,,,,,,,,,,,,,,,,,The United Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1849.71,,,,,,,,,,,,,,,,,,,APC de Chemini,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,637,,,,,,,,,,,,,,,,,,,PETROMOC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,اصلاح و صيانة غسالات سامسونج,,,,,,,,,,,,,,,,,,,Europacar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,Lepelle Northern Water,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,CTT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1281.0942,,,,,,,,,,,,,,,,,,,TCV,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2103,,,,,,,,,,,,,,,,,,,Sammy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2016.02,,,,,,,,,,,,,,,,,,,Kenya Red Cross Society,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2116,,,,,,,,,,,,,,,,,,,S.A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1611,,,,,,,,,,,,,,,,,,,Telkom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1714,,,,,,,,,,,,,,,,,,,Microcred,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1624,,,,,,,,,,,,,,,,,,,opeco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2311,,,,,,,,,,,,,,,,,,,UTB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,395,,,,,,,,,,,,,,,,,,,Pour flash offset,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1150,,,,,,,,,,,,,,,,,,,Transnet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,485,,,,,,,,,,,,,,,,,,,Rachid KHALIDI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1954.98,,,,,,,,,,,,,,,,,,,CAL Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,205.1,,,,,,,,,,,,,,,,,,,Sun Karros,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1016.7100000,,,,,,,,,,,,,,,,,,,Institut des Technologies d'Abidjan (ITA),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3095,,,,,,,,,,,,,,,,,,,UETCL / Ransco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,151m,,,,,,,,,,,,,,,,,,,Etiang,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1003.1,,,,,,,,,,,,,,,,,,,Musa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,422,,,,,,,,,,,,,,,,,,,Communication mast,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3255,,,,,,,,,,,,,,,,,,,Jean Baptiste NGOMIRAKIZA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1605.0599999999999,,,,,,,,,,,,,,,,,,,Menatel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2869,,,,,,,,,,,,,,,,,,,Hass,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,298,,,,,,,,,,,,,,,,,,,MTN Uganda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2088,,,,,,,,,,,,,,,,,,,La Main de Dieu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,659m,,,,,,,,,,,,,,,,,,,Household 3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1065,,,,,,,,,,,,,,,,,,,ETC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,624,,,,,,,,,,,,,,,,,,,nbc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1388.28,,,,,,,,,,,,,,,,,,,CASUD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,523,,,,,,,,,,,,,,,,,,,Sierra Leonean Airports Authority,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2203,,,,,,,,,,,,,,,,,,,922872350,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1756.47,,,,,,,,,,,,,,,,,,,Nouvobanq,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,572.1,,,,,,,,,,,,,,,,,,,Montepio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,386,,,,,,,,,,,,,,,,,,,Floor & Jan,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,,,La poste de Cote D'Ivoire,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2128.02,,,,,,,,,,,,,,,,,,,Deco International,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1864.6099999999999,,,,,,,,,,,,,,,,,,,National Museums of Kenya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,599.743652,,,,,,,,,,,,,,,,,,,Bonjour,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,Radisson,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1344.541015625,,,,,,,,,,,,,,,,,,,Oilcom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2029.48,,,,,,,,,,,,,,,,,,,laposte,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2048.71,,,,,,,,,,,,,,,,,,,Methodist Church of Kenya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,182.60000610351563,,,,,,,,,,,,,,,,,,,Eglizy Katolika Apostolika Romana (EKAR),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1258.5,,,,,,,,,,,,,,,,,,,TITSA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2278,,,,,,,,,,,,,,,,,,,not telefonica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,326,,,,,,,,,,,,,,,,,,,Barid El Maghrib,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1453.1700000000001,,,,,,,,,,,,,,,,,,,Visa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,561,,,,,,,,,,,,,,,,,,,Abi Oubeida,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1425,,,,,,,,,,,,,,,,,,,Victory Charismata Church,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1543,,,,,,,,,,,,,,,,,,,Organización Nacional de Loterías y Apuestas del Estado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1748.29,,,,,,,,,,,,,,,,,,,Crob Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,,,,,,,,,,SOCIDA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,Caja Canarias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1549.3,,,,,,,,,,,,,,,,,,,Morera,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,990,,,,,,,,,,,,,,,,,,,Barcelo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,892,,,,,,,,,,,,,,,,,,,gamrani,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,,,,,,,,,,LG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,966,,,,,,,,,,,,,,,,,,,Villa 78 Tunis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,Hunters Afrca Safaris,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,430,,,,,,,,,,,,,,,,,,,Clave Card,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,Armas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1254.9,,,,,,,,,,,,,,,,,,,Parc Bois,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,387,,,,,,,,,,,,,,,,,,,Togocel et Moov,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,JAUPED-ONG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"369,60 m.",,,,,,,,,,,,,,,,,,,Public toilet,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1062,,,,,,,,,,,,,,,,,,,Dirk & Jacques,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2017.46,,,,,,,,,,,,,,,,,,,North Africa Bank,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,150.89999389648438,,,,,,,,,,,,,,,,,,,GALP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1045,,,,,,,,,,,,,,,,,,,Tosha Petroleum Ltd,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,671,,,,,,,,,,,,,,,,,,,Airports Company South Africa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"248,18",,,,,,,,,,,,,,,,,,,Uganda Wildlife Authorities,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1243.1199999999999,,,,,,,,,,,,,,,,,,,Dakar Dem Dikk (DDD),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2797,,,,,,,,,,,,,,,,,,,Vodafone,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1909.8,,,,,,,,,,,,,,,,,,,Poste du Maroc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2360,,,,,,,,,,,,,,,,,,,Mubs Guest House,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,737.927124,,,,,,,,,,,,,,,,,,,Goldcar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3018,,,,,,,,,,,,,,,,,,,ONDA (Morocco),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2054,,,,,,,,,,,,,,,,,,,SA Postal Services,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1972.28,,,,,,,,,,,,,,,,,,,MTL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1612.75,,,,,,,,,,,,,,,,,,,Naviera Armas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"426,03 m.",,,,,,,,,,,,,,,,,,,Kenya Red Cross Murang'a Branch,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,223.1999969482422,,,,,,,,,,,,,,,,,,,Stella Maris Supermarket,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1759,,,,,,,,,,,,,,,,,,,Bibliotheques Sans Frontieres,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"615,72 m.",,,,,,,,,,,,,,,,,,,Awash International Bank S.C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,,,,,,,,,epworth local board,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1909.3199999999999,,,,,,,,,,,,,,,,,,,STANBIC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2044.8599999999999,,,,,,,,,,,,,,,,,,,Peermont,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,820 m,,,,,,,,,,,,,,,,,,,PWMA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,373,,,,,,,,,,,,,,,,,,,George opiyo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,NWR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1485.3699999999999,,,,,,,,,,,,,,,,,,,Van Dyk Petroleum,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2790,,,,,,,,,,,,,,,,,,,TelOne,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,Shell (vivo energy Burkina),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,438,,,,,,,,,,,,,,,,,,,Sheikh Sina (Native Bedouins),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1452,,,,,,,,,,,,,,,,,,,Esso,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1465.1900000000001,,,,,,,,,,,,,,,,,,,Majara,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1505,66 m.",,,,,,,,,,,,,,,,,,,Ndambul C.B.O,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,539.536987304688,,,,,,,,,,,,,,,,,,,MoH/WHO/AU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,296,,,,,,,,,,,,,,,,,,,Relais et châteaux,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1673.3099999999999,,,,,,,,,,,,,,,,,,,oil libya,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1322,,,,,,,,,,,,,,,,,,,Office du Tourisme du Vakinankaratra,,,,,,,,,,,,,,,,,,,,
